Time,Node,ID,Ax,Ay,Az,Gx,Gy,Gz,Activity
94.0,2,1,2.14,0.0,9.8,0.0,0.0,0.0,WALK
94.0,3,1,2.24,0.0,9.8,0.0,0.0,0.0,WALK
94.0,4,1,2.34,0.0,9.8,0.0,0.0,0.0,WALK
95.0,1,1,2.05,0.0,9.8,0.0,0.0,0.0,WALK
95.0,2,1,2.1500000000000004,0.0,9.8,0.0,0.0,0.0,WALK
95.0,3,1,2.25,0.0,9.8,0.0,0.0,0.0,WALK
95.0,4,1,2.35,0.0,9.8,0.0,0.0,0.0,WALK
96.0,1,1,2.06,0.0,9.8,0.0,0.0,0.0,WALK
96.0,2,1,2.16,0.0,9.8,0.0,0.0,0.0,WALK
96.0,3,1,2.26,0.0,9.8,0.0,0.0,0.0,WALK
96.0,4,1,2.36,0.0,9.8,0.0,0.0,0.0,WALK
97.0,1,1,2.0700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
97.0,2,1,2.17,0.0,9.8,0.0,0.0,0.0,WALK
97.0,3,1,2.27,0.0,9.8,0.0,0.0,0.0,WALK
97.0,4,1,2.37,0.0,9.8,0.0,0.0,0.0,WALK
98.0,1,1,2.08,0.0,9.8,0.0,0.0,0.0,WALK
98.0,2,1,2.1799999999999997,0.0,9.8,0.0,0.0,0.0,WALK
98.0,3,1,2.2800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
98.0,4,1,2.38,0.0,9.8,0.0,0.0,0.0,WALK
99.0,1,1,2.09,0.0,9.8,0.0,0.0,0.0,WALK
99.0,2,1,2.19,0.0,9.8,0.0,0.0,0.0,WALK
99.0,3,1,2.29,0.0,9.8,0.0,0.0,0.0,WALK
99.0,4,1,2.39,0.0,9.8,0.0,0.0,0.0,WALK
100.0,1,1,2.1,0.0,9.8,0.0,0.0,0.0,WALK
100.0,2,1,2.2,0.0,9.8,0.0,0.0,0.0,WALK
100.0,3,1,2.3,0.0,9.8,0.0,0.0,0.0,WALK
100.0,4,1,2.4,0.0,9.8,0.0,0.0,0.0,WALK
101.0,1,1,2.1100000000000003,0.0,9.8,0.0,0.0,0.0,WALK
101.0,2,1,2.21,0.0,9.8,0.0,0.0,0.0,WALK
101.0,3,1,2.31,0.0,9.8,0.0,0.0,0.0,WALK
101.0,4,1,2.41,0.0,9.8,0.0,0.0,0.0,WALK
102.0,1,1,2.12,0.0,9.8,0.0,0.0,0.0,WALK
102.0,2,1,2.2199999999999998,0.0,9.8,0.0,0.0,0.0,WALK
102.0,3,1,2.3200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
102.0,4,1,2.42,0.0,9.8,0.0,0.0,0.0,WALK
103.0,1,1,2.13,0.0,9.8,0.0,0.0,0.0,WALK
103.0,2,1,2.23,0.0,9.8,0.0,0.0,0.0,WALK
103.0,3,1,2.33,0.0,9.8,0.0,0.0,0.0,WALK
103.0,4,1,2.43,0.0,9.8,0.0,0.0,0.0,WALK
104.0,1,1,2.14,0.0,9.8,0.0,0.0,0.0,WALK
104.0,2,1,2.24,0.0,9.8,0.0,0.0,0.0,WALK
104.0,3,1,2.34,0.0,9.8,0.0,0.0,0.0,WALK
104.0,4,1,2.44,0.0,9.8,0.0,0.0,0.0,WALK
105.0,1,1,2.1500000000000004,0.0,9.8,0.0,0.0,0.0,WALK
105.0,2,1,2.25,0.0,9.8,0.0,0.0,0.0,WALK
105.0,3,1,2.35,0.0,9.8,0.0,0.0,0.0,WALK
105.0,4,1,2.45,0.0,9.8,0.0,0.0,0.0,WALK
106.0,1,1,2.16,0.0,9.8,0.0,0.0,0.0,WALK
106.0,2,1,2.26,0.0,9.8,0.0,0.0,0.0,WALK
106.0,3,1,2.3600000000000003,0.0,9.8,0.0,0.0,0.0,WALK
106.0,4,1,2.46,0.0,9.8,0.0,0.0,0.0,WALK
107.0,1,1,2.17,0.0,9.8,0.0,0.0,0.0,WALK
107.0,2,1,2.27,0.0,9.8,0.0,0.0,0.0,WALK
107.0,3,1,2.37,0.0,9.8,0.0,0.0,0.0,WALK
107.0,4,1,2.47,0.0,9.8,0.0,0.0,0.0,WALK
108.0,1,1,2.18,0.0,9.8,0.0,0.0,0.0,WALK
108.0,2,1,2.2800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
108.0,3,1,2.38,0.0,9.8,0.0,0.0,0.0,WALK
108.0,4,1,2.48,0.0,9.8,0.0,0.0,0.0,WALK
109.0,1,1,2.1900000000000004,0.0,9.8,0.0,0.0,0.0,WALK
109.0,2,1,2.29,0.0,9.8,0.0,0.0,0.0,WALK
109.0,3,1,2.39,0.0,9.8,0.0,0.0,0.0,WALK
109.0,4,1,2.49,0.0,9.8,0.0,0.0,0.0,WALK
110.0,1,1,2.2,0.0,9.8,0.0,0.0,0.0,WALK
110.0,2,1,2.3,0.0,9.8,0.0,0.0,0.0,WALK
110.0,3,1,2.4000000000000004,0.0,9.8,0.0,0.0,0.0,WALK
110.0,4,1,2.5,0.0,9.8,0.0,0.0,0.0,WALK
111.0,1,1,2.21,0.0,9.8,0.0,0.0,0.0,WALK
111.0,2,1,2.31,0.0,9.8,0.0,0.0,0.0,WALK
111.0,3,1,2.41,0.0,9.8,0.0,0.0,0.0,WALK
111.0,4,1,2.5100000000000002,0.0,9.8,0.0,0.0,0.0,WALK
112.0,1,1,2.22,0.0,9.8,0.0,0.0,0.0,WALK
112.0,2,1,2.3200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
112.0,3,1,2.42,0.0,9.8,0.0,0.0,0.0,WALK
112.0,4,1,2.52,0.0,9.8,0.0,0.0,0.0,WALK
113.0,1,1,2.2300000000000004,0.0,9.8,0.0,0.0,0.0,WALK
113.0,2,1,2.33,0.0,9.8,0.0,0.0,0.0,WALK
113.0,3,1,2.43,0.0,9.8,0.0,0.0,0.0,WALK
113.0,4,1,2.5300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
114.0,1,1,2.24,0.0,9.8,0.0,0.0,0.0,WALK
114.0,2,1,2.34,0.0,9.8,0.0,0.0,0.0,WALK
114.0,3,1,2.4400000000000004,0.0,9.8,0.0,0.0,0.0,WALK
114.0,4,1,2.54,0.0,9.8,0.0,0.0,0.0,WALK
115.0,1,1,2.25,0.0,9.8,0.0,0.0,0.0,WALK
115.0,2,1,2.35,0.0,9.8,0.0,0.0,0.0,WALK
115.0,3,1,2.45,0.0,9.8,0.0,0.0,0.0,WALK
115.0,4,1,2.5500000000000003,0.0,9.8,0.0,0.0,0.0,WALK
116.0,1,1,2.26,0.0,9.8,0.0,0.0,0.0,WALK
116.0,2,1,2.36,0.0,9.8,0.0,0.0,0.0,WALK
116.0,3,1,2.46,0.0,9.8,0.0,0.0,0.0,WALK
116.0,4,1,2.56,0.0,9.8,0.0,0.0,0.0,WALK
117.0,1,1,2.27,0.0,9.8,0.0,0.0,0.0,WALK
117.0,2,1,2.37,0.0,9.8,0.0,0.0,0.0,WALK
117.0,3,1,2.4699999999999998,0.0,9.8,0.0,0.0,0.0,WALK
117.0,4,1,2.57,0.0,9.8,0.0,0.0,0.0,WALK
118.0,1,1,2.2800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
118.0,2,1,2.38,0.0,9.8,0.0,0.0,0.0,WALK
118.0,3,1,2.48,0.0,9.8,0.0,0.0,0.0,WALK
118.0,4,1,2.58,0.0,9.8,0.0,0.0,0.0,WALK
119.0,1,1,2.29,0.0,9.8,0.0,0.0,0.0,WALK
119.0,2,1,2.3899999999999997,0.0,9.8,0.0,0.0,0.0,WALK
119.0,3,1,2.49,0.0,9.8,0.0,0.0,0.0,WALK
119.0,4,1,2.59,0.0,9.8,0.0,0.0,0.0,WALK
120.0,1,1,2.3,0.0,9.8,0.0,0.0,0.0,WALK
120.0,2,1,2.4,0.0,9.8,0.0,0.0,0.0,WALK
120.0,3,1,2.5,0.0,9.8,0.0,0.0,0.0,WALK
120.0,4,1,2.6,0.0,9.8,0.0,0.0,0.0,WALK
121.0,1,1,2.31,0.0,9.8,0.0,0.0,0.0,WALK
121.0,2,1,2.41,0.0,9.8,0.0,0.0,0.0,WALK
121.0,3,1,2.51,0.0,9.8,0.0,0.0,0.0,WALK
121.0,4,1,2.61,0.0,9.8,0.0,0.0,0.0,WALK
122.0,1,1,2.3200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
122.0,2,1,2.42,0.0,9.8,0.0,0.0,0.0,WALK
122.0,3,1,2.52,0.0,9.8,0.0,0.0,0.0,WALK
122.0,4,1,2.62,0.0,9.8,0.0,0.0,0.0,WALK
123.0,1,1,2.33,0.0,9.8,0.0,0.0,0.0,WALK
123.0,2,1,2.4299999999999997,0.0,9.8,0.0,0.0,0.0,WALK
123.0,3,1,2.5300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
123.0,4,1,2.63,0.0,9.8,0.0,0.0,0.0,WALK
124.0,1,1,2.34,0.0,9.8,0.0,0.0,0.0,WALK
124.0,2,1,2.44,0.0,9.8,0.0,0.0,0.0,WALK
124.0,3,1,2.54,0.0,9.8,0.0,0.0,0.0,WALK
124.0,4,1,2.64,0.0,9.8,0.0,0.0,0.0,WALK
125.0,1,1,2.35,0.0,9.8,0.0,0.0,0.0,WALK
125.0,2,1,2.45,0.0,9.8,0.0,0.0,0.0,WALK
125.0,3,1,2.55,0.0,9.8,0.0,0.0,0.0,WALK
125.0,4,1,2.65,0.0,9.8,0.0,0.0,0.0,WALK
126.0,1,1,2.3600000000000003,0.0,9.8,0.0,0.0,0.0,WALK
126.0,2,1,2.46,0.0,9.8,0.0,0.0,0.0,WALK
126.0,3,1,2.56,0.0,9.8,0.0,0.0,0.0,WALK
126.0,4,1,2.66,0.0,9.8,0.0,0.0,0.0,WALK
127.0,1,1,2.37,0.0,9.8,0.0,0.0,0.0,WALK
127.0,2,1,2.4699999999999998,0.0,9.8,0.0,0.0,0.0,WALK
127.0,3,1,2.5700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
127.0,4,1,2.67,0.0,9.8,0.0,0.0,0.0,WALK
128.0,1,1,2.38,0.0,9.8,0.0,0.0,0.0,WALK
128.0,2,1,2.48,0.0,9.8,0.0,0.0,0.0,WALK
128.0,3,1,2.58,0.0,9.8,0.0,0.0,0.0,WALK
128.0,4,1,2.68,0.0,9.8,0.0,0.0,0.0,WALK
129.0,1,1,2.39,0.0,9.8,0.0,0.0,0.0,WALK
129.0,2,1,2.49,0.0,9.8,0.0,0.0,0.0,WALK
129.0,3,1,2.59,0.0,9.8,0.0,0.0,0.0,WALK
129.0,4,1,2.69,0.0,9.8,0.0,0.0,0.0,WALK
130.0,1,1,2.4000000000000004,0.0,9.8,0.0,0.0,0.0,WALK
130.0,2,1,2.5,0.0,9.8,0.0,0.0,0.0,WALK
130.0,3,1,2.6,0.0,9.8,0.0,0.0,0.0,WALK
130.0,4,1,2.7,0.0,9.8,0.0,0.0,0.0,WALK
131.0,1,1,2.41,0.0,9.8,0.0,0.0,0.0,WALK
131.0,2,1,2.51,0.0,9.8,0.0,0.0,0.0,WALK
131.0,3,1,2.6100000000000003,0.0,9.8,0.0,0.0,0.0,WALK
131.0,4,1,2.71,0.0,9.8,0.0,0.0,0.0,WALK
132.0,1,1,2.42,0.0,9.8,0.0,0.0,0.0,WALK
132.0,2,1,2.52,0.0,9.8,0.0,0.0,0.0,WALK
132.0,3,1,2.62,0.0,9.8,0.0,0.0,0.0,WALK
132.0,4,1,2.72,0.0,9.8,0.0,0.0,0.0,WALK
133.0,1,1,2.43,0.0,9.8,0.0,0.0,0.0,WALK
133.0,2,1,2.5300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
133.0,3,1,2.63,0.0,9.8,0.0,0.0,0.0,WALK
133.0,4,1,2.73,0.0,9.8,0.0,0.0,0.0,WALK
134.0,1,1,2.4400000000000004,0.0,9.8,0.0,0.0,0.0,WALK
134.0,2,1,2.54,0.0,9.8,0.0,0.0,0.0,WALK
134.0,3,1,2.64,0.0,9.8,0.0,0.0,0.0,WALK
134.0,4,1,2.74,0.0,9.8,0.0,0.0,0.0,WALK
135.0,1,1,2.45,0.0,9.8,0.0,0.0,0.0,WALK
135.0,2,1,2.55,0.0,9.8,0.0,0.0,0.0,WALK
135.0,3,1,2.6500000000000004,0.0,9.8,0.0,0.0,0.0,WALK
135.0,4,1,2.75,0.0,9.8,0.0,0.0,0.0,WALK
136.0,1,1,2.46,0.0,9.8,0.0,0.0,0.0,WALK
136.0,2,1,2.56,0.0,9.8,0.0,0.0,0.0,WALK
136.0,3,1,2.66,0.0,9.8,0.0,0.0,0.0,WALK
136.0,4,1,2.7600000000000002,0.0,9.8,0.0,0.0,0.0,WALK
137.0,1,1,2.47,0.0,9.8,0.0,0.0,0.0,WALK
137.0,2,1,2.5700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
137.0,3,1,2.67,0.0,9.8,0.0,0.0,0.0,WALK
137.0,4,1,2.77,0.0,9.8,0.0,0.0,0.0,WALK
138.0,1,1,2.4800000000000004,0.0,9.8,0.0,0.0,0.0,WALK
138.0,2,1,2.58,0.0,9.8,0.0,0.0,0.0,WALK
138.0,3,1,2.68,0.0,9.8,0.0,0.0,0.0,WALK
138.0,4,1,2.7800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
139.0,1,1,2.49,0.0,9.8,0.0,0.0,0.0,WALK
139.0,2,1,2.59,0.0,9.8,0.0,0.0,0.0,WALK
139.0,3,1,2.6900000000000004,0.0,9.8,0.0,0.0,0.0,WALK
139.0,4,1,2.79,0.0,9.8,0.0,0.0,0.0,WALK
140.0,1,1,2.5,0.0,9.8,0.0,0.0,0.0,WALK
140.0,2,1,2.6,0.0,9.8,0.0,0.0,0.0,WALK
140.0,3,1,2.7,0.0,9.8,0.0,0.0,0.0,WALK
140.0,4,1,2.8000000000000003,0.0,9.8,0.0,0.0,0.0,WALK
141.0,1,1,2.51,0.0,9.8,0.0,0.0,0.0,WALK
141.0,2,1,2.61,0.0,9.8,0.0,0.0,0.0,WALK
141.0,3,1,2.71,0.0,9.8,0.0,0.0,0.0,WALK
141.0,4,1,2.81,0.0,9.8,0.0,0.0,0.0,WALK
142.0,1,1,2.52,0.0,9.8,0.0,0.0,0.0,WALK
142.0,2,1,2.62,0.0,9.8,0.0,0.0,0.0,WALK
142.0,3,1,2.7199999999999998,0.0,9.8,0.0,0.0,0.0,WALK
142.0,4,1,2.82,0.0,9.8,0.0,0.0,0.0,WALK
143.0,1,1,2.5300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
143.0,2,1,2.63,0.0,9.8,0.0,0.0,0.0,WALK
143.0,3,1,2.73,0.0,9.8,0.0,0.0,0.0,WALK
143.0,4,1,2.83,0.0,9.8,0.0,0.0,0.0,WALK
144.0,1,1,2.54,0.0,9.8,0.0,0.0,0.0,WALK
144.0,2,1,2.6399999999999997,0.0,9.8,0.0,0.0,0.0,WALK
144.0,3,1,2.74,0.0,9.8,0.0,0.0,0.0,WALK
144.0,4,1,2.84,0.0,9.8,0.0,0.0,0.0,WALK
145.0,1,1,2.55,0.0,9.8,0.0,0.0,0.0,WALK
145.0,2,1,2.65,0.0,9.8,0.0,0.0,0.0,WALK
145.0,3,1,2.75,0.0,9.8,0.0,0.0,0.0,WALK
145.0,4,1,2.85,0.0,9.8,0.0,0.0,0.0,WALK
146.0,1,1,2.56,0.0,9.8,0.0,0.0,0.0,WALK
146.0,2,1,2.66,0.0,9.8,0.0,0.0,0.0,WALK
146.0,3,1,2.76,0.0,9.8,0.0,0.0,0.0,WALK
146.0,4,1,2.86,0.0,9.8,0.0,0.0,0.0,WALK
147.0,1,1,2.5700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
147.0,2,1,2.67,0.0,9.8,0.0,0.0,0.0,WALK
147.0,3,1,2.77,0.0,9.8,0.0,0.0,0.0,WALK
147.0,4,1,2.87,0.0,9.8,0.0,0.0,0.0,WALK
148.0,1,1,2.58,0.0,9.8,0.0,0.0,0.0,WALK
148.0,2,1,2.6799999999999997,0.0,9.8,0.0,0.0,0.0,WALK
148.0,3,1,2.7800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
148.0,4,1,2.88,0.0,9.8,0.0,0.0,0.0,WALK
149.0,1,1,2.59,0.0,9.8,0.0,0.0,0.0,WALK
149.0,2,1,2.69,0.0,9.8,0.0,0.0,0.0,WALK
149.0,3,1,2.79,0.0,9.8,0.0,0.0,0.0,WALK
149.0,4,1,2.89,0.0,9.8,0.0,0.0,0.0,WALK
150.0,1,1,2.6,0.0,9.8,0.0,0.0,0.0,WALK
150.0,2,1,2.7,0.0,9.8,0.0,0.0,0.0,WALK
150.0,3,1,2.8,0.0,9.8,0.0,0.0,0.0,WALK
150.0,4,1,2.9,0.0,9.8,0.0,0.0,0.0,WALK
151.0,1,1,2.6100000000000003,0.0,9.8,0.0,0.0,0.0,WALK
151.0,2,1,2.71,0.0,9.8,0.0,0.0,0.0,WALK
151.0,3,1,2.81,0.0,9.8,0.0,0.0,0.0,WALK
151.0,4,1,2.91,0.0,9.8,0.0,0.0,0.0,WALK
152.0,1,1,2.62,0.0,9.8,0.0,0.0,0.0,WALK
152.0,2,1,2.7199999999999998,0.0,9.8,0.0,0.0,0.0,WALK
152.0,3,1,2.8200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
152.0,4,1,2.92,0.0,9.8,0.0,0.0,0.0,WALK
153.0,1,1,2.63,0.0,9.8,0.0,0.0,0.0,WALK
153.0,2,1,2.73,0.0,9.8,0.0,0.0,0.0,WALK
153.0,3,1,2.83,0.0,9.8,0.0,0.0,0.0,WALK
153.0,4,1,2.93,0.0,9.8,0.0,0.0,0.0,WALK
154.0,1,1,2.64,0.0,9.8,0.0,0.0,0.0,WALK
154.0,2,1,2.74,0.0,9.8,0.0,0.0,0.0,WALK
154.0,3,1,2.84,0.0,9.8,0.0,0.0,0.0,WALK
154.0,4,1,2.94,0.0,9.8,0.0,0.0,0.0,WALK
155.0,1,1,2.6500000000000004,0.0,9.8,0.0,0.0,0.0,WALK
155.0,2,1,2.75,0.0,9.8,0.0,0.0,0.0,WALK
155.0,3,1,2.85,0.0,9.8,0.0,0.0,0.0,WALK
155.0,4,1,2.95,0.0,9.8,0.0,0.0,0.0,WALK
156.0,1,1,2.66,0.0,9.8,0.0,0.0,0.0,WALK
156.0,2,1,2.76,0.0,9.8,0.0,0.0,0.0,WALK
156.0,3,1,2.8600000000000003,0.0,9.8,0.0,0.0,0.0,WALK
156.0,4,1,2.96,0.0,9.8,0.0,0.0,0.0,WALK
157.0,1,1,2.67,0.0,9.8,0.0,0.0,0.0,WALK
157.0,2,1,2.77,0.0,9.8,0.0,0.0,0.0,WALK
157.0,3,1,2.87,0.0,9.8,0.0,0.0,0.0,WALK
157.0,4,1,2.97,0.0,9.8,0.0,0.0,0.0,WALK
158.0,1,1,2.68,0.0,9.8,0.0,0.0,0.0,WALK
158.0,2,1,2.7800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
158.0,3,1,2.88,0.0,9.8,0.0,0.0,0.0,WALK
158.0,4,1,2.98,0.0,9.8,0.0,0.0,0.0,WALK
159.0,1,1,2.6900000000000004,0.0,9.8,0.0,0.0,0.0,WALK
159.0,2,1,2.79,0.0,9.8,0.0,0.0,0.0,WALK
159.0,3,1,2.89,0.0,9.8,0.0,0.0,0.0,WALK
159.0,4,1,2.99,0.0,9.8,0.0,0.0,0.0,WALK
160.0,1,1,2.7,0.0,9.8,0.0,0.0,0.0,WALK
160.0,2,1,2.8,0.0,9.8,0.0,0.0,0.0,WALK
160.0,3,1,2.9000000000000004,0.0,9.8,0.0,0.0,0.0,WALK
160.0,4,1,3.0,0.0,9.8,0.0,0.0,0.0,WALK
161.0,1,1,2.71,0.0,9.8,0.0,0.0,0.0,WALK
161.0,2,1,2.81,0.0,9.8,0.0,0.0,0.0,WALK
161.0,3,1,2.91,0.0,9.8,0.0,0.0,0.0,WALK
161.0,4,1,3.0100000000000002,0.0,9.8,0.0,0.0,0.0,WALK
162.0,1,1,2.72,0.0,9.8,0.0,0.0,0.0,WALK
162.0,2,1,2.8200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
162.0,3,1,2.92,0.0,9.8,0.0,0.0,0.0,WALK
162.0,4,1,3.02,0.0,9.8,0.0,0.0,0.0,WALK
163.0,1,1,2.7300000000000004,0.0,9.8,0.0,0.0,0.0,WALK
163.0,2,1,2.83,0.0,9.8,0.0,0.0,0.0,WALK
163.0,3,1,2.93,0.0,9.8,0.0,0.0,0.0,WALK
163.0,4,1,3.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
164.0,1,1,2.74,0.0,9.8,0.0,0.0,0.0,WALK
164.0,2,1,2.84,0.0,9.8,0.0,0.0,0.0,WALK
164.0,3,1,2.9400000000000004,0.0,9.8,0.0,0.0,0.0,WALK
164.0,4,1,3.04,0.0,9.8,0.0,0.0,0.0,WALK
165.0,1,1,2.75,0.0,9.8,0.0,0.0,0.0,WALK
165.0,2,1,2.85,0.0,9.8,0.0,0.0,0.0,WALK
165.0,3,1,2.95,0.0,9.8,0.0,0.0,0.0,WALK
165.0,4,1,3.0500000000000003,0.0,9.8,0.0,0.0,0.0,WALK
166.0,1,1,2.7600000000000002,0.0,9.8,0.0,0.0,0.0,WALK
166.0,2,1,2.8600000000000003,0.0,9.8,0.0,0.0,0.0,WALK
166.0,3,1,2.96,0.0,9.8,0.0,0.0,0.0,WALK
166.0,4,1,3.06,0.0,9.8,0.0,0.0,0.0,WALK
167.0,1,1,2.77,0.0,9.8,0.0,0.0,0.0,WALK
167.0,2,1,2.87,0.0,9.8,0.0,0.0,0.0,WALK
167.0,3,1,2.9699999999999998,0.0,9.8,0.0,0.0,0.0,WALK
167.0,4,1,3.07,0.0,9.8,0.0,0.0,0.0,WALK
168.0,1,1,2.7800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
168.0,2,1,2.88,0.0,9.8,0.0,0.0,0.0,WALK
168.0,3,1,2.98,0.0,9.8,0.0,0.0,0.0,WALK
168.0,4,1,3.08,0.0,9.8,0.0,0.0,0.0,WALK
169.0,1,1,2.79,0.0,9.8,0.0,0.0,0.0,WALK
169.0,2,1,2.8899999999999997,0.0,9.8,0.0,0.0,0.0,WALK
169.0,3,1,2.99,0.0,9.8,0.0,0.0,0.0,WALK
169.0,4,1,3.09,0.0,9.8,0.0,0.0,0.0,WALK
170.0,1,1,2.8,0.0,9.8,0.0,0.0,0.0,WALK
170.0,2,1,2.9,0.0,9.8,0.0,0.0,0.0,WALK
170.0,3,1,3.0,0.0,9.8,0.0,0.0,0.0,WALK
170.0,4,1,3.1,0.0,9.8,0.0,0.0,0.0,WALK
171.0,1,1,2.81,0.0,9.8,0.0,0.0,0.0,WALK
171.0,2,1,2.91,0.0,9.8,0.0,0.0,0.0,WALK
171.0,3,1,3.01,0.0,9.8,0.0,0.0,0.0,WALK
171.0,4,1,3.11,0.0,9.8,0.0,0.0,0.0,WALK
172.0,1,1,2.8200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
172.0,2,1,2.92,0.0,9.8,0.0,0.0,0.0,WALK
172.0,3,1,3.02,0.0,9.8,0.0,0.0,0.0,WALK
172.0,4,1,3.12,0.0,9.8,0.0,0.0,0.0,WALK
173.0,1,1,2.83,0.0,9.8,0.0,0.0,0.0,WALK
173.0,2,1,2.9299999999999997,0.0,9.8,0.0,0.0,0.0,WALK
173.0,3,1,3.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
173.0,4,1,3.13,0.0,9.8,0.0,0.0,0.0,WALK
174.0,1,1,2.84,0.0,9.8,0.0,0.0,0.0,WALK
174.0,2,1,2.94,0.0,9.8,0.0,0.0,0.0,WALK
174.0,3,1,3.04,0.0,9.8,0.0,0.0,0.0,WALK
174.0,4,1,3.14,0.0,9.8,0.0,0.0,0.0,WALK
175.0,1,1,2.85,0.0,9.8,0.0,0.0,0.0,WALK
175.0,2,1,2.95,0.0,9.8,0.0,0.0,0.0,WALK
175.0,3,1,3.05,0.0,9.8,0.0,0.0,0.0,WALK
175.0,4,1,3.15,0.0,9.8,0.0,0.0,0.0,WALK
176.0,1,1,2.8600000000000003,0.0,9.8,0.0,0.0,0.0,WALK
176.0,2,1,2.96,0.0,9.8,0.0,0.0,0.0,WALK
176.0,3,1,3.06,0.0,9.8,0.0,0.0,0.0,WALK
176.0,4,1,3.16,0.0,9.8,0.0,0.0,0.0,WALK
177.0,1,1,2.87,0.0,9.8,0.0,0.0,0.0,WALK
177.0,2,1,2.9699999999999998,0.0,9.8,0.0,0.0,0.0,WALK
177.0,3,1,3.0700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
177.0,4,1,3.17,0.0,9.8,0.0,0.0,0.0,WALK
178.0,1,1,2.88,0.0,9.8,0.0,0.0,0.0,WALK
178.0,2,1,2.98,0.0,9.8,0.0,0.0,0.0,WALK
178.0,3,1,3.08,0.0,9.8,0.0,0.0,0.0,WALK
178.0,4,1,3.18,0.0,9.8,0.0,0.0,0.0,WALK
179.0,1,1,2.89,0.0,9.8,0.0,0.0,0.0,WALK
179.0,2,1,2.99,0.0,9.8,0.0,0.0,0.0,WALK
179.0,3,1,3.09,0.0,9.8,0.0,0.0,0.0,WALK
179.0,4,1,3.19,0.0,9.8,0.0,0.0,0.0,WALK
180.0,1,1,2.9000000000000004,0.0,9.8,0.0,0.0,0.0,WALK
180.0,2,1,3.0,0.0,9.8,0.0,0.0,0.0,WALK
180.0,3,1,3.1,0.0,9.8,0.0,0.0,0.0,WALK
180.0,4,1,3.2,0.0,9.8,0.0,0.0,0.0,WALK
181.0,1,1,2.91,0.0,9.8,0.0,0.0,0.0,WALK
181.0,2,1,3.0100000000000002,0.0,9.8,0.0,0.0,0.0,WALK
181.0,3,1,3.1100000000000003,0.0,9.8,0.0,0.0,0.0,WALK
181.0,4,1,3.21,0.0,9.8,0.0,0.0,0.0,WALK
182.0,1,1,2.92,0.0,9.8,0.0,0.0,0.0,WALK
182.0,2,1,3.02,0.0,9.8,0.0,0.0,0.0,WALK
182.0,3,1,3.12,0.0,9.8,0.0,0.0,0.0,WALK
182.0,4,1,3.22,0.0,9.8,0.0,0.0,0.0,WALK
183.0,1,1,2.93,0.0,9.8,0.0,0.0,0.0,WALK
183.0,2,1,3.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
183.0,3,1,3.13,0.0,9.8,0.0,0.0,0.0,WALK
183.0,4,1,3.23,0.0,9.8,0.0,0.0,0.0,WALK
184.0,1,1,2.9400000000000004,0.0,9.8,0.0,0.0,0.0,WALK
184.0,2,1,3.04,0.0,9.8,0.0,0.0,0.0,WALK
184.0,3,1,3.14,0.0,9.8,0.0,0.0,0.0,WALK
184.0,4,1,3.24,0.0,9.8,0.0,0.0,0.0,WALK
185.0,1,1,2.95,0.0,9.8,0.0,0.0,0.0,WALK
185.0,2,1,3.0500000000000003,0.0,9.8,0.0,0.0,0.0,WALK
185.0,3,1,3.1500000000000004,0.0,9.8,0.0,0.0,0.0,WALK
185.0,4,1,3.25,0.0,9.8,0.0,0.0,0.0,WALK
186.0,1,1,2.96,0.0,9.8,0.0,0.0,0.0,WALK
186.0,2,1,3.06,0.0,9.8,0.0,0.0,0.0,WALK
186.0,3,1,3.16,0.0,9.8,0.0,0.0,0.0,WALK
186.0,4,1,3.2600000000000002,0.0,9.8,0.0,0.0,0.0,WALK
187.0,1,1,2.97,0.0,9.8,0.0,0.0,0.0,WALK
187.0,2,1,3.0700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
187.0,3,1,3.17,0.0,9.8,0.0,0.0,0.0,WALK
187.0,4,1,3.27,0.0,9.8,0.0,0.0,0.0,WALK
188.0,1,1,2.9800000000000004,0.0,9.8,0.0,0.0,0.0,WALK
